user_id,booking_id,show_id,booking_date,total_tickets,payment_status,name,email,phone_number,date_of_birth,payment_method,transaction_status,payment_date,movie_id,theater_id,screen_id,show_date,start_time,price_per_ticket,available_seats,title,genre,language,Recency,Frequency
US_832,BK_532,SH_8001,03-08-2025 13:42,1,Completed,Richard Stevens,RichardStevens@gmail.com,7069947388,28-09-1990,Wallet,Success,03-08-2025 13:42,MV_91,TH_316,SC_464,18-05-2025,14:15:00,423.97,90,Lawyer call visit,Comedy,Malayalam,149,1
US_3629,BK_533,SH_5391,02-04-2024 04:51,2,Completed,John Rogers,JohnRogers@gmail.com,7198003004,12-01-1978,UPI,Success,02-04-2024 04:51,MV_4284,TH_186,SC_321,22-05-2025,15:45:00,199.53,64,If play,Sci-Fi,English,117,3
US_3511,BK_534,SH_1406,12-07-2025 13:12,4,Completed,Tanya Hill,TanyaHill@gmail.com,9211151152,05-02-2002,Credit Card,Success,12-07-2025 13:12,MV_7419,TH_246,SC_274,15-04-2024,11:30:00,167.2,104,Wait win story,Comedy,English,171,2
US_8193,BK_535,SH_1490,04-08-2025 17:42,4,Completed,Megan Hernandez,MeganHernandez@gmail.com,7008456286,09-02-1962,UPI,Success,04-08-2025 17:42,MV_3736,TH_473,SC_966,20-12-2024,14:45:00,449.32,125,Increase toward tell,Thriller,Bengali,148,1
US_1953,BK_536,SH_6466,06-09-2024 13:28,4,Completed,Jason Rocha,JasonRocha@gmail.com,8280673984,17-06-1968,UPI,Success,06-09-2024 13:28,MV_721,TH_231,SC_125,22-03-2024,18:45:00,493.67,71,Help including,Comedy,Malayalam,480,1
US_6643,BK_537,SH_2204,11-04-2024 07:45,3,Pending,Terry Carr,TerryCarr@gmail.com,9238175915,17-11-1988,Net Banking,Success,11-04-2024 07:45,MV_8629,TH_358,SC_485,19-07-2025,19:30:00,205.23,120,Central sing tough,Drama,Bengali,498,3
US_5409,BK_538,SH_1593,11-04-2024 07:51,3,Completed,Jillian Carrillo,JillianCarrillo@gmail.com,8974718753,15-04-1966,UPI,Success,11-04-2024 07:51,MV_2952,TH_392,SC_158,30-10-2025,22:45:00,377.38,82,Many become,Horror,Hindi,78,2
US_7675,BK_539,SH_6129,30-07-2024 22:09,1,Completed,Richard Schmidt,RichardSchmidt@gmail.com,7420649819,11-03-1986,UPI,Success,30-07-2024 22:09,MV_935,TH_382,SC_599,30-06-2025,20:45:00,360.62,175,Account use,Comedy,Kannada,518,1
US_990,BK_540,SH_3417,08-03-2024 08:37,1,Completed,Karen Johnson,KarenJohnson@gmail.com,8765363718,15-06-1962,Credit Card,Success,08-03-2024 08:37,MV_7261,TH_122,SC_106,17-02-2025,12:00:00,388.97,134,Light here,Horror,Malayalam,652,2
US_7266,BK_541,SH_8977,23-10-2025 06:12,1,Completed,Bryan Paul,BryanPaul@gmail.com,8044058531,26-09-1987,UPI,Success,23-10-2025 06:12,MV_1889,TH_327,SC_962,09-07-2024,19:45:00,172.81,167,Project pass,Romance,Kannada,68,1
US_7471,BK_542,SH_9889,10-12-2024 09:05,1,Completed,Jessica Munoz,JessicaMunoz@gmail.com,9927373922,27-12-2000,Debit Card,Success,10-12-2024 09:05,MV_7668,TH_234,SC_844,15-05-2025,15:45:00,269.15,94,Friend speech,Drama,English,385,1
US_2741,BK_543,SH_2417,28-09-2025 17:01,4,Failed,Alexander Munoz,AlexanderMunoz@gmail.com,7320894780,19-08-1981,Credit Card,Success,28-09-2025 17:01,MV_3658,TH_78,SC_433,07-04-2024,13:30:00,420.1,177,Myself office high,Drama,English,93,1
US_990,BK_544,SH_2208,18-03-2024 09:15,1,Completed,Karen Johnson,KarenJohnson@gmail.com,8765363718,15-06-1962,Credit Card,Success,18-03-2024 09:15,MV_5294,TH_10,SC_974,01-07-2025,12:45:00,421.67,72,Also result type,Action,Telugu,652,2
US_5577,BK_545,SH_500,28-10-2024 10:56,1,Completed,Chad Kim,ChadKim@gmail.com,9600483037,06-10-1978,UPI,Success,28-10-2024 10:56,MV_8562,TH_295,SC_408,23-05-2024,11:15:00,370.6,62,Either arrive,Comedy,Bengali,289,4
US_2612,BK_546,SH_2116,28-02-2025 16:38,1,Completed,Stephanie Stone,StephanieStone@gmail.com,9499466182,26-05-1971,Net Banking,Success,28-02-2025 16:38,MV_1814,TH_348,SC_996,03-04-2023,15:45:00,376.75,79,Out operation same,Action,English,52,3
US_9545,BK_547,SH_9793,18-01-2024 20:27,4,Completed,Gary Morgan,GaryMorgan@gmail.com,7448817770,30-05-1962,Net Banking,Success,18-01-2024 20:27,MV_3506,TH_480,SC_737,23-10-2024,14:15:00,207.82,77,Project pass,Comedy,Hindi,354,2
US_1099,BK_548,SH_3527,01-08-2025 12:29,1,Failed,Stephen Cowan,StephenCowan@gmail.com,9069278877,18-03-1975,UPI,Success,01-08-2025 12:29,MV_5769,TH_420,SC_662,12-11-2024,20:15:00,459.72,165,Myself control agreement,Romance,Hindi,151,1
US_1456,BK_549,SH_7387,03-06-2024 05:44,4,Completed,Stephen Boyer,StephenBoyer@gmail.com,8114324911,28-12-1967,Debit Card,Success,03-06-2024 05:44,MV_1422,TH_26,SC_609,11-11-2024,14:45:00,274.09,104,Water information method,Horror,Telugu,575,1
US_8135,BK_550,SH_6531,25-01-2025 09:47,3,Completed,Hannah Dickson,HannahDickson@gmail.com,7822843413,04-07-1994,Debit Card,Success,25-01-2025 09:47,MV_5172,TH_204,SC_418,29-11-2023,19:15:00,455.49,174,Science world,Thriller,Telugu,339,3
US_504,BK_551,SH_9430,25-06-2025 12:44,2,Completed,Zachary Mitchell,ZacharyMitchell@gmail.com,9059285494,10-06-1999,Net Banking,Success,25-06-2025 12:44,MV_9339,TH_142,SC_426,28-12-2023,10:15:00,166.81,80,No its,Sci-Fi,Telugu,31,2
US_1430,BK_552,SH_853,20-12-2024 20:04,2,Completed,Jeffrey Carter,JeffreyCarter@gmail.com,7799107727,28-03-1986,Debit Card,Success,20-12-2024 20:04,MV_9353,TH_176,SC_858,01-01-2023,19:45:00,440.38,155,Best unit,Romance,Hindi,375,1
US_2218,BK_553,SH_4498,13-11-2025 05:04,3,Completed,Jessica Garrett,JessicaGarrett@gmail.com,9315486283,15-07-1996,Wallet,Refunded,13-11-2025 05:04,MV_8117,TH_214,SC_332,10-04-2023,16:30:00,188.65,172,Not hear experience,Horror,Malayalam,47,1
US_1536,BK_554,SH_9169,09-11-2025 21:35,3,Pending,Frank Wheeler,FrankWheeler@gmail.com,8692585141,27-08-2001,UPI,Success,09-11-2025 21:35,MV_6773,TH_169,SC_212,24-02-2023,14:15:00,254.45,194,Know support history,Action,Malayalam,51,1
US_6304,BK_555,SH_9062,22-06-2025 00:28,1,Completed,Jason Rodriguez,JasonRodriguez@gmail.com,9633137290,22-07-1970,UPI,Success,22-06-2025 00:28,MV_6204,TH_409,SC_726,11-06-2023,12:30:00,437.7,177,Human deep,Comedy,English,191,3
US_1853,BK_556,SH_3330,15-02-2024 15:18,2,Completed,Dominique Hamilton,DominiqueHamilton@gmail.com,8418663364,23-04-1999,Debit Card,Failed,15-02-2024 15:18,MV_1471,TH_372,SC_945,13-12-2024,21:15:00,438.55,163,Head minute,Drama,Bengali,684,1
US_5597,BK_557,SH_6237,20-01-2025 03:54,3,Completed,Tina Mooney,TinaMooney@gmail.com,8483357031,22-10-1983,Debit Card,Success,20-01-2025 03:54,MV_6786,TH_475,SC_913,06-12-2023,17:15:00,192.49,84,Friend speech,Comedy,Telugu,344,2
US_344,BK_558,SH_114,21-06-2025 02:01,4,Completed,Nichole Alvarez,NicholeAlvarez@gmail.com,7271062499,22-03-2004,Net Banking,Success,21-06-2025 02:01,MV_3314,TH_147,SC_441,11-04-2023,22:00:00,231.21,80,Happen could,Sci-Fi,Tamil,192,3
US_6303,BK_559,SH_4057,15-01-2025 13:26,3,Completed,Steve Brewer,SteveBrewer@gmail.com,9098649755,22-07-2005,Net Banking,Success,15-01-2025 13:26,MV_9460,TH_34,SC_772,01-02-2024,22:15:00,487.59,94,Industry,Action,Telugu,349,1
US_2667,BK_560,SH_69,01-07-2024 04:53,1,Completed,Savannah Stokes,SavannahStokes@gmail.com,9916137327,10-07-2000,Debit Card,Failed,01-07-2024 04:53,MV_8477,TH_483,SC_389,06-04-2024,17:30:00,394.91,110,Call successful them,Drama,Tamil,547,1
US_8156,BK_561,SH_601,13-11-2025 19:15,3,Pending,Joan Rogers,JoanRogers@gmail.com,7518486106,20-09-1986,UPI,Failed,13-11-2025 19:15,MV_1260,TH_108,SC_49,03-01-2023,22:15:00,269.2,137,See recently nation,Comedy,Bengali,47,2
US_4514,BK_562,SH_3441,20-03-2025 23:03,4,Failed,Anthony Marshall,AnthonyMarshall@gmail.com,8010060562,09-09-1992,UPI,Failed,20-03-2025 23:03,MV_7869,TH_289,SC_42,17-06-2024,19:00:00,370.49,62,Visit generation,Sci-Fi,Tamil,285,2
US_6510,BK_563,SH_5419,04-09-2024 10:51,3,Completed,Frank Fitzgerald,FrankFitzgerald@gmail.com,9832973602,28-03-1995,UPI,Success,04-09-2024 10:51,MV_2515,TH_320,SC_23,28-04-2025,13:00:00,385.05,93,For rise,Comedy,Bengali,249,5
US_4145,BK_564,SH_5133,11-07-2024 18:11,2,Completed,Chase Haney,ChaseHaney@gmail.com,9200871458,28-04-1992,Net Banking,Success,11-07-2024 18:11,MV_4216,TH_80,SC_362,12-12-2025,16:45:00,269.23,119,Myself office high,Drama,Kannada,537,2
US_7987,BK_565,SH_8878,14-01-2024 10:50,3,Failed,Derrick Diaz,DerrickDiaz@gmail.com,9730968502,22-06-1995,Credit Card,Success,14-01-2024 10:50,MV_434,TH_223,SC_442,28-01-2023,12:45:00,387.28,66,Traditional,Horror,Malayalam,323,2
US_3918,BK_566,SH_8733,10-06-2024 07:20,3,Completed,Jeremy Chambers,JeremyChambers@gmail.com,9638974678,10-11-1983,Debit Card,Success,10-06-2024 07:20,MV_762,TH_237,SC_918,09-04-2023,10:00:00,260.45,108,Team,Horror,Telugu,568,1
US_2201,BK_567,SH_3493,01-05-2025 23:23,2,Completed,Laura King,LauraKing@gmail.com,8089677537,19-11-1955,Net Banking,Success,01-05-2025 23:23,MV_6658,TH_145,SC_492,11-06-2025,10:15:00,295.04,75,Wait win story,Action,Malayalam,243,2
US_4958,BK_568,SH_8276,27-10-2024 02:52,4,Completed,Jason Thomas,JasonThomas@gmail.com,8894019196,31-10-1999,Net Banking,Success,27-10-2024 02:52,MV_1619,TH_197,SC_269,03-12-2024,20:00:00,274.59,86,Cover recent,Action,Tamil,302,6
US_4050,BK_569,SH_7725,22-06-2025 09:57,3,Completed,Shelly Rodgers,ShellyRodgers@gmail.com,8658375237,27-03-1959,Debit Card,Success,22-06-2025 09:57,MV_5303,TH_453,SC_378,19-12-2025,10:00:00,349.62,198,Inside he friend,Drama,Bengali,191,1
US_1621,BK_570,SH_3804,15-08-2025 10:23,2,Completed,Karen Ortiz,KarenOrtiz@gmail.com,9633591952,17-11-1984,Credit Card,Success,15-08-2025 10:23,MV_9017,TH_328,SC_473,23-11-2023,19:30:00,329.52,158,Affect north,Comedy,Malayalam,137,1
US_8152,BK_571,SH_7849,14-02-2025 15:38,4,Completed,Jessica Williams,JessicaWilliams@gmail.com,7596178416,07-06-1984,UPI,Success,14-02-2025 15:38,MV_7437,TH_341,SC_724,14-12-2025,12:15:00,232.11,149,See recently nation,Sci-Fi,Hindi,319,1
US_9392,BK_572,SH_738,15-05-2024 10:42,1,Failed,Samantha Jackson,SamanthaJackson@gmail.com,8449148901,20-02-1961,Wallet,Success,15-05-2024 10:42,MV_3306,TH_466,SC_334,15-02-2024,18:00:00,442.62,59,Person ok state,Horror,Hindi,594,1
US_566,BK_573,SH_4746,07-04-2024 17:51,1,Completed,John Coffey,JohnCoffey@gmail.com,8006590930,13-07-1970,UPI,Failed,07-04-2024 17:51,MV_6645,TH_355,SC_413,27-12-2024,15:15:00,461.61,196,Federal man,Romance,Malayalam,632,1
US_706,BK_574,SH_4544,28-06-2024 16:04,2,Completed,James Tran,JamesTran@gmail.com,8651031226,09-05-1981,Net Banking,Success,28-06-2024 16:04,MV_7538,TH_7,SC_106,10-11-2023,17:00:00,279.02,84,Project pass,Thriller,English,550,1
US_4797,BK_575,SH_5695,05-01-2024 17:47,1,Completed,Richard Ryan,RichardRyan@gmail.com,7139416356,18-05-1964,UPI,Failed,05-01-2024 17:47,MV_8746,TH_54,SC_776,31-03-2023,13:15:00,436,50,Call successful them,Horror,Telugu,641,3
US_2229,BK_576,SH_8305,26-03-2024 01:06,3,Pending,Katherine Klein,KatherineKlein@gmail.com,7323002141,20-10-1962,Debit Card,Success,26-03-2024 01:06,MV_7050,TH_385,SC_852,15-09-2024,17:00:00,265.16,174,Service late direction,Drama,Bengali,580,2
US_1948,BK_577,SH_9662,13-12-2025 15:40,1,Completed,Robert Waller,RobertWaller@gmail.com,8236255598,23-01-1973,Net Banking,Success,13-12-2025 15:40,MV_1731,TH_18,SC_861,30-04-2025,22:00:00,290.77,68,Project pass,Sci-Fi,Malayalam,17,2
US_3555,BK_578,SH_6463,21-04-2024 20:11,1,Completed,Ryan Caldwell,RyanCaldwell@gmail.com,8412978601,11-10-1993,Wallet,Failed,21-04-2024 20:11,MV_8999,TH_339,SC_167,29-03-2023,17:00:00,371,135,Choice watch,Romance,Malayalam,618,1
US_2543,BK_579,SH_5132,18-01-2025 00:41,3,Completed,Eric Williams,EricWilliams@gmail.com,9226220742,04-06-1994,Credit Card,Success,18-01-2025 00:41,MV_5368,TH_201,SC_198,23-10-2025,16:30:00,365.13,106,Total ahead any material,Drama,Bengali,346,4
US_4375,BK_580,SH_7032,30-10-2024 15:25,4,Completed,Jessica Richardson,JessicaRichardson@gmail.com,8475131486,08-01-1993,Wallet,Failed,30-10-2024 15:25,MV_5488,TH_458,SC_265,31-08-2024,21:30:00,422.83,119,Various film,Thriller,Tamil,29,3
US_6792,BK_581,SH_903,06-03-2024 14:22,4,Pending,Megan Knight,MeganKnight@gmail.com,8195414823,14-04-1960,UPI,Success,06-03-2024 14:22,MV_5498,TH_331,SC_994,29-04-2024,13:00:00,421.08,55,Stock describe,Romance,Malayalam,664,1
US_7755,BK_582,SH_9691,23-07-2024 15:52,4,Completed,Susan Harper,SusanHarper@gmail.com,9299724135,15-09-2003,UPI,Success,23-07-2024 15:52,MV_302,TH_249,SC_503,11-02-2024,15:45:00,451.27,125,Century,Sci-Fi,Telugu,525,2
US_4251,BK_583,SH_1999,18-08-2024 13:32,2,Completed,Amanda Campbell,AmandaCampbell@gmail.com,9939192563,26-02-1962,Debit Card,Success,18-08-2024 13:32,MV_8572,TH_434,SC_955,06-10-2025,11:30:00,404.48,121,Popular business,Action,Telugu,499,2
US_6464,BK_584,SH_8698,26-06-2025 17:59,2,Failed,Charlotte Roy,CharlotteRoy@gmail.com,9213185849,16-08-2004,Wallet,Success,26-06-2025 17:59,MV_1096,TH_299,SC_301,04-11-2024,11:30:00,433.73,118,Treat involve on,Action,Telugu,187,4
US_2121,BK_585,SH_2945,07-01-2024 21:40,2,Completed,Christopher Black,ChristopherBlack@gmail.com,9679112865,04-06-1977,UPI,Success,07-01-2024 21:40,MV_5376,TH_457,SC_774,11-11-2025,16:15:00,313.08,112,Best unit,Sci-Fi,Bengali,424,2
US_1763,BK_586,SH_1697,27-03-2025 03:42,4,Completed,Wyatt Townsend II,WyattTownsend@gmail.com,7330089975,29-07-1983,Net Banking,Success,27-03-2025 03:42,MV_1269,TH_264,SC_262,27-02-2024,22:45:00,267.98,160,Exist,Romance,Malayalam,278,1
US_8515,BK_587,SH_8507,12-05-2024 14:52,2,Completed,Ashley Davis,AshleyDavis@gmail.com,7057530148,11-10-1993,Credit Card,Success,12-05-2024 14:52,MV_2985,TH_2,SC_90,22-08-2024,14:15:00,169.87,169,Fast,Comedy,Tamil,3,3
US_9607,BK_588,SH_6245,27-08-2024 05:00,3,Completed,Sharon Choi,SharonChoi@gmail.com,9634808317,28-10-1958,UPI,Failed,27-08-2024 05:00,MV_1220,TH_300,SC_803,23-09-2025,22:30:00,312.57,109,Ahead her lay beyond,Action,Tamil,490,1
US_1936,BK_589,SH_7659,29-11-2024 02:43,1,Completed,James Randall,JamesRandall@gmail.com,7191517881,02-08-1994,Credit Card,Success,29-11-2024 02:43,MV_5093,TH_250,SC_619,24-12-2025,10:45:00,347.49,189,Participant build bill unit,Horror,English,396,2
US_6333,BK_590,SH_8290,09-02-2024 12:49,2,Completed,Monica Aguilar,MonicaAguilar@gmail.com,8446787985,21-11-1967,Debit Card,Refunded,09-02-2024 12:49,MV_5007,TH_242,SC_395,25-04-2023,15:45:00,334.89,133,Why occur generation,Action,Telugu,348,2
US_8037,BK_591,SH_6989,06-12-2024 19:35,2,Completed,Scott Gibbs,ScottGibbs@gmail.com,9890853818,07-11-1994,Debit Card,Success,06-12-2024 19:35,MV_3825,TH_149,SC_77,24-07-2025,18:45:00,437.72,193,Dream mouth something,Romance,Telugu,389,2
US_5830,BK_592,SH_9228,15-09-2024 05:06,2,Completed,Christopher Smith,ChristopherSmith@gmail.com,7599985205,06-12-1972,UPI,Success,15-09-2024 05:06,MV_974,TH_8,SC_742,29-09-2025,19:45:00,199.51,139,Around cut yourself,Sci-Fi,Hindi,39,4
US_8489,BK_593,SH_8156,08-07-2025 16:08,3,Completed,Emily Vasquez,EmilyVasquez@gmail.com,9215101970,29-09-1965,Credit Card,Success,08-07-2025 16:08,MV_3403,TH_86,SC_130,10-02-2023,19:30:00,318.03,101,Together floor plan,Romance,Kannada,175,1
US_1088,BK_594,SH_1673,14-11-2024 08:12,4,Failed,Philip Jackson,PhilipJackson@gmail.com,7180033015,06-03-1962,Wallet,Success,14-11-2024 08:12,MV_3858,TH_159,SC_15,10-02-2024,13:15:00,369.61,152,What culture,Comedy,Malayalam,175,2
US_2808,BK_595,SH_4903,13-09-2024 05:46,3,Completed,Danielle Wang,DanielleWang@gmail.com,7468430786,09-09-1966,UPI,Success,13-09-2024 05:46,MV_9796,TH_173,SC_561,20-09-2024,18:00:00,255.31,81,Ready road establish,Romance,English,473,1
US_635,BK_596,SH_1209,24-11-2025 08:06,3,Pending,Amber Cooper,AmberCooper@gmail.com,8779565013,08-01-1955,Debit Card,Success,24-11-2025 08:06,MV_7313,TH_481,SC_572,07-03-2024,17:45:00,417.79,96,Choose tax enjoy,Drama,Tamil,36,2
US_3211,BK_597,SH_3756,23-01-2025 11:18,2,Completed,Julia Brown,JuliaBrown@gmail.com,8456592538,13-07-1974,Debit Card,Success,23-01-2025 11:18,MV_5714,TH_235,SC_301,05-12-2024,12:45:00,323,181,Talk per whether also,Action,Tamil,210,2
US_8826,BK_598,SH_8231,15-08-2025 04:22,3,Failed,Anthony Garrett,AnthonyGarrett@gmail.com,8679477953,08-05-1987,UPI,Success,15-08-2025 04:22,MV_4093,TH_160,SC_728,01-02-2023,19:45:00,214.42,198,Quite spring enter,Comedy,English,137,2
US_1024,BK_599,SH_4802,09-07-2025 14:45,2,Completed,Joseph Cooper,JosephCooper@gmail.com,8809713615,20-11-1975,Net Banking,Success,09-07-2025 14:45,MV_2389,TH_404,SC_744,12-02-2025,16:00:00,363.09,66,End own may,Drama,Malayalam,174,3
US_4997,BK_600,SH_4037,04-03-2024 06:02,3,Pending,Darryl Christensen,DarrylChristensen@gmail.com,9297483635,01-06-1986,Credit Card,Success,04-03-2024 06:02,MV_7883,TH_49,SC_339,26-06-2024,17:00:00,368.89,177,Everyone affect,Horror,Hindi,666,1
US_6384,BK_601,SH_1882,19-12-2025 07:22,4,Completed,Danielle Wilson,DanielleWilson@gmail.com,7120312829,03-06-1995,Credit Card,Success,19-12-2025 07:22,MV_8153,TH_68,SC_696,24-12-2025,12:00:00,396.18,135,Choose carry teach,Action,Hindi,11,2
US_1720,BK_602,SH_1109,02-04-2024 15:48,1,Completed,Jessica Haas,JessicaHaas@gmail.com,9251293167,05-11-1994,Wallet,Success,02-04-2024 15:48,MV_7424,TH_451,SC_665,17-11-2023,17:00:00,337.63,158,Memory measure unit,Comedy,Telugu,115,2
US_7989,BK_603,SH_3098,23-07-2025 15:49,3,Pending,Erica White,EricaWhite@gmail.com,8122782583,31-10-1981,Wallet,Success,23-07-2025 15:49,MV_4296,TH_422,SC_808,13-04-2024,21:00:00,479.11,85,Great sit religious,Sci-Fi,Tamil,160,2
US_8065,BK_604,SH_8219,30-04-2024 07:46,1,Failed,Thomas Waters,ThomasWaters@gmail.com,7537274946,28-10-1964,UPI,Success,30-04-2024 07:46,MV_2237,TH_25,SC_913,29-04-2025,17:15:00,460.61,168,Attack technology,Sci-Fi,Telugu,609,2
US_1417,BK_605,SH_3273,09-03-2024 19:52,1,Completed,Mark Anderson,MarkAnderson@gmail.com,7425671634,24-10-1975,Debit Card,Success,09-03-2024 19:52,MV_3098,TH_444,SC_178,07-05-2023,20:30:00,417.33,104,Civil itself second,Romance,Malayalam,661,1
US_5056,BK_606,SH_7710,05-09-2024 01:02,3,Failed,Lawrence Parks,LawrenceParks@gmail.com,8813017949,27-06-1954,Wallet,Success,05-09-2024 01:02,MV_8881,TH_381,SC_409,17-08-2025,22:15:00,455.01,169,Suggest want something,Thriller,Hindi,481,1
US_1023,BK_607,SH_7088,03-07-2025 21:00,2,Completed,Kristine Garcia,KristineGarcia@gmail.com,9572091866,03-11-1971,UPI,Success,03-07-2025 21:00,MV_4630,TH_70,SC_797,16-05-2024,15:00:00,380.1,93,Three performance will,Thriller,English,180,2
US_1713,BK_608,SH_5563,20-11-2025 21:03,3,Completed,Jamie Snyder,JamieSnyder@gmail.com,8055270305,14-07-2000,Credit Card,Success,20-11-2025 21:03,MV_6291,TH_105,SC_391,17-10-2025,22:00:00,495.62,140,While institution,Sci-Fi,Tamil,40,2
US_83,BK_609,SH_9463,13-08-2024 10:23,1,Completed,Michael Evans,MichaelEvans@gmail.com,8603731001,26-07-1962,Net Banking,Refunded,13-08-2024 10:23,MV_6612,TH_484,SC_564,27-08-2024,16:00:00,382.54,98,Example true fine,Sci-Fi,Bengali,504,1
US_2564,BK_610,SH_6129,10-06-2024 17:01,1,Completed,Lee Richards,LeeRichards@gmail.com,9844600494,11-02-1971,Wallet,Success,10-06-2024 17:01,MV_935,TH_382,SC_599,30-06-2025,20:45:00,360.62,175,Account use,Comedy,Kannada,568,1
US_8724,BK_611,SH_7366,22-04-2025 12:49,4,Pending,Tony Wilson,TonyWilson@gmail.com,7245988691,08-11-2006,Credit Card,Success,22-04-2025 12:49,MV_8800,TH_271,SC_496,10-12-2024,18:30:00,485.47,88,Pm too heart,Drama,Bengali,252,1
US_1231,BK_612,SH_3484,09-07-2024 14:04,2,Completed,Maria Case,MariaCase@gmail.com,8511916574,30-03-2004,Wallet,Success,09-07-2024 14:04,MV_7710,TH_303,SC_219,09-09-2023,17:45:00,308.03,67,Day prevent,Comedy,Kannada,18,3
US_6776,BK_613,SH_344,21-01-2024 08:18,4,Completed,Megan Stokes,MeganStokes@gmail.com,8456334523,03-12-1957,Credit Card,Success,21-01-2024 08:18,MV_8447,TH_255,SC_309,09-05-2024,21:15:00,456.2,130,However sort billion,Sci-Fi,Kannada,709,1
US_2325,BK_614,SH_3218,08-01-2025 12:50,1,Completed,Rebecca Zimmerman,RebeccaZimmerman@gmail.com,9938647409,27-04-1981,Debit Card,Success,08-01-2025 12:50,MV_3674,TH_172,SC_967,05-06-2024,10:15:00,378.86,102,Central sing tough,Thriller,Telugu,238,3
US_742,BK_615,SH_2377,03-02-2024 03:46,3,Completed,Manuel Brock,ManuelBrock@gmail.com,7099299144,23-06-2006,Credit Card,Failed,03-02-2024 03:46,MV_7461,TH_281,SC_713,05-03-2023,17:30:00,251.89,139,Form explain century,Horror,Hindi,696,1
US_4878,BK_616,SH_3438,22-05-2024 18:27,3,Completed,Angel Hayes,AngelHayes@gmail.com,7172411980,08-01-1960,Debit Card,Success,22-05-2024 18:27,MV_7505,TH_220,SC_654,12-05-2023,20:45:00,152,140,Also result type,Sci-Fi,Tamil,98,3
US_7475,BK_617,SH_9314,02-01-2024 22:04,1,Failed,Sylvia Clark,SylviaClark@gmail.com,8981655887,10-06-1986,Net Banking,Refunded,02-01-2024 22:04,MV_3558,TH_414,SC_885,26-09-2024,17:30:00,499.89,112,Family first down,Action,English,728,1
US_3347,BK_618,SH_6312,13-04-2025 16:46,2,Completed,Michael Valencia,MichaelValencia@gmail.com,8525913260,23-10-1995,Wallet,Success,13-04-2025 16:46,MV_4800,TH_147,SC_79,20-08-2025,15:30:00,368.69,145,End two,Drama,Kannada,261,1
US_4495,BK_619,SH_9491,21-02-2025 02:19,2,Completed,Mark Webster,MarkWebster@gmail.com,8345845668,19-05-1962,UPI,Success,21-02-2025 02:19,MV_5556,TH_334,SC_157,09-07-2025,22:30:00,173.99,137,Night mind,Horror,English,212,2
US_1420,BK_620,SH_303,16-12-2024 14:43,2,Completed,Kimberly Nelson,KimberlyNelson@gmail.com,8838278459,12-01-2006,Wallet,Success,16-12-2024 14:43,MV_910,TH_20,SC_442,07-10-2023,15:30:00,333.56,84,Surface total,Romance,Bengali,379,1
US_6756,BK_621,SH_7523,04-02-2025 09:50,3,Completed,Jasmine Hall,JasmineHall@gmail.com,8920310855,06-12-1998,Debit Card,Success,04-02-2025 09:50,MV_9275,TH_261,SC_893,08-06-2025,13:45:00,452.75,107,Nearly population give class,Sci-Fi,Telugu,329,3
US_4838,BK_622,SH_8965,28-08-2025 07:57,4,Completed,Michael Carter,MichaelCarter@gmail.com,9484920557,05-01-1960,Credit Card,Success,28-08-2025 07:57,MV_6079,TH_227,SC_498,01-01-2024,13:15:00,209.69,136,Eight manage stock,Sci-Fi,Malayalam,124,1
US_5771,BK_623,SH_6179,14-12-2024 23:49,4,Completed,Kendra Burton,KendraBurton@gmail.com,9797953834,28-03-1998,UPI,Success,14-12-2024 23:49,MV_2805,TH_395,SC_897,12-07-2023,14:45:00,423.36,112,Free,Sci-Fi,Malayalam,215,5
US_9772,BK_624,SH_2664,23-08-2025 16:16,2,Completed,George Mercer,GeorgeMercer@gmail.com,7560321805,07-07-1961,UPI,Success,23-08-2025 16:16,MV_3872,TH_401,SC_416,07-01-2023,21:45:00,475.6,86,East,Action,Telugu,114,4
US_6020,BK_625,SH_5046,09-06-2024 08:08,3,Completed,Mr. John Decker MD,Mr.John@gmail.com,7347987535,26-02-1983,Credit Card,Success,09-06-2024 08:08,MV_7812,TH_29,SC_598,02-10-2024,14:00:00,261.17,145,Office three,Drama,Tamil,403,4
US_5276,BK_626,SH_3808,30-03-2025 01:45,2,Pending,Lori Davis,LoriDavis@gmail.com,7307311730,05-04-1990,Credit Card,Success,30-03-2025 01:45,MV_1518,TH_401,SC_371,04-08-2024,20:15:00,386.76,63,First us,Romance,Hindi,275,3
US_6956,BK_627,SH_4553,26-07-2024 01:16,1,Completed,David Le,DavidLe@gmail.com,8007901433,28-06-1957,Debit Card,Success,26-07-2024 01:16,MV_7495,TH_434,SC_470,10-10-2023,22:00:00,448.91,169,Inside he friend,Drama,Hindi,522,1
US_6224,BK_628,SH_4453,09-01-2025 21:25,2,Completed,David Silva,DavidSilva@gmail.com,7593115122,26-10-1969,UPI,Failed,09-01-2025 21:25,MV_1604,TH_20,SC_473,04-09-2023,17:45:00,497.35,170,People true security,Action,Kannada,355,2
US_4393,BK_629,SH_60,20-07-2025 01:17,4,Completed,Mark Weaver,MarkWeaver@gmail.com,8111551105,31-12-2005,Wallet,Success,20-07-2025 01:17,MV_5206,TH_314,SC_931,27-09-2023,10:00:00,255,185,End own may,Sci-Fi,Kannada,163,3
